backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.516254,0.516254,34,38,0.347386,0.105825,0.179129,0.277893,0.348887,0.393767,0.494835,0.34651,0.099868,0.174119,0.285458,0.350193,0.405299,0.490766,-0.000877
efficientnet_b4,all,score_raw,high,0.485888,0.485888,98,94,0.345901,0.104186,0.19373,0.268055,0.341684,0.399836,0.519349,0.33945,0.115665,0.160844,0.253688,0.34324,0.40705,0.541125,-0.006451
effort_clip_l14,calibration,score_raw,low,0.493808,0.506192,34,38,0.81939,0.148806,0.588691,0.750036,0.814544,0.932632,0.984116,0.818678,0.155706,0.658394,0.725533,0.833523,0.939057,0.992086,-0.000712
effort_clip_l14,all,score_raw,low,0.519757,0.480243,98,94,0.805256,0.185054,0.412274,0.734585,0.854295,0.941809,0.991341,0.825669,0.159537,0.512817,0.734795,0.861935,0.955592,0.99426,0.020413
f3net,calibration,score_raw,high,0.568111,0.568111,34,38,0.503457,0.149082,0.29439,0.42802,0.488556,0.547629,0.756186,0.537191,0.142926,0.340968,0.443377,0.512975,0.647704,0.782462,0.033735
f3net,all,score_raw,high,0.601498,0.601498,98,94,0.50075,0.139217,0.272335,0.42296,0.501405,0.600222,0.735655,0.559481,0.152675,0.348322,0.449602,0.529498,0.680222,0.800098,0.058731
i3d,calibration,score_raw,high,0.502322,0.502322,34,38,0.692044,0.023799,0.650114,0.673057,0.696802,0.712639,0.722255,0.692494,0.02098,0.664508,0.673881,0.69724,0.708086,0.720467,0.00045
i3d,all,score_raw,high,0.471776,0.471776,98,94,0.696185,0.020357,0.661891,0.683407,0.696904,0.712728,0.723726,0.693922,0.020169,0.659113,0.679972,0.697286,0.710917,0.722355,-0.002263
videomae,calibration,score_raw,low,0.47291,0.52709,34,38,0.478012,0.110333,0.315015,0.378069,0.468593,0.548008,0.663156,0.461965,0.167448,0.183098,0.355379,0.464061,0.565227,0.706116,-0.016046
videomae,all,score_raw,low,0.495875,0.504125,98,94,0.457553,0.13438,0.238207,0.370497,0.445412,0.551614,0.663504,0.449355,0.179548,0.141804,0.334452,0.469306,0.563077,0.705131,-0.008198
xception_df40,calibration,score_raw,low,0.422601,0.577399,34,38,0.733856,0.146671,0.451041,0.659073,0.767942,0.84729,0.91806,0.691303,0.151103,0.480067,0.579103,0.656149,0.799015,0.922129,-0.042554
xception_df40,all,score_raw,low,0.442683,0.557317,98,94,0.752691,0.156709,0.452485,0.673515,0.772339,0.858931,0.956801,0.711621,0.18731,0.410746,0.579103,0.72544,0.875368,0.969866,-0.04107
