backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.540344,0.540344,36,42,0.335831,0.100876,0.170432,0.279248,0.341244,0.411304,0.479445,0.352136,0.121338,0.142734,0.296154,0.365549,0.400694,0.507047,0.016304
efficientnet_b4,all,score_raw,high,0.519108,0.519108,107,101,0.33598,0.097906,0.191717,0.258724,0.338111,0.403899,0.503251,0.34757,0.135182,0.126344,0.260038,0.354913,0.414661,0.545679,0.011589
effort_clip_l14,calibration,score_raw,low,0.487434,0.512566,36,42,0.813986,0.185135,0.571054,0.721757,0.834301,0.967267,0.995102,0.819169,0.166214,0.536064,0.723112,0.878267,0.940484,0.99701,0.005182
effort_clip_l14,all,score_raw,low,0.505228,0.494772,107,101,0.810291,0.186634,0.526858,0.720352,0.83754,0.960556,0.994888,0.818887,0.173726,0.508824,0.701139,0.884489,0.947459,0.994429,0.008597
f3net,calibration,score_raw,high,0.647487,0.647487,36,42,0.466915,0.156035,0.224504,0.387152,0.450601,0.574424,0.711457,0.558702,0.167555,0.270233,0.460845,0.572004,0.678181,0.781957,0.091787
f3net,all,score_raw,high,0.64449,0.64449,107,101,0.483721,0.143303,0.249184,0.406691,0.499109,0.575463,0.712458,0.570309,0.168991,0.268788,0.469932,0.570722,0.677091,0.860331,0.086588
i3d,calibration,score_raw,low,0.498016,0.501984,36,42,0.693624,0.025026,0.648608,0.680351,0.695685,0.71092,0.729954,0.693448,0.024741,0.648518,0.680031,0.69568,0.714299,0.725096,-0.000176
i3d,all,score_raw,low,0.483575,0.516425,107,101,0.696672,0.023642,0.651917,0.684879,0.698186,0.713209,0.730735,0.695771,0.022062,0.655976,0.683068,0.697823,0.712054,0.728076,-0.0009
videomae,calibration,score_raw,low,0.460979,0.539021,36,42,0.48176,0.124809,0.28463,0.420479,0.490536,0.557752,0.66631,0.461447,0.170215,0.194697,0.356496,0.453838,0.637848,0.683798,-0.020313
videomae,all,score_raw,low,0.491071,0.508929,107,101,0.462186,0.139822,0.223523,0.368548,0.473296,0.552547,0.693068,0.446206,0.181388,0.092032,0.343666,0.46563,0.576482,0.702847,-0.015979
xception_df40,calibration,score_raw,low,0.412698,0.587302,36,42,0.739969,0.174697,0.450561,0.6441,0.777528,0.873173,0.962738,0.692089,0.172943,0.381015,0.566205,0.661699,0.829437,0.935399,-0.04788
xception_df40,all,score_raw,low,0.481725,0.518275,107,101,0.742264,0.179199,0.446551,0.622227,0.774977,0.893811,0.966181,0.725277,0.196616,0.372287,0.613525,0.752706,0.884599,0.966968,-0.016987
