rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,videomae,score_raw,low,strict_0.10,True,True,2,0.6,0.5,0.235294,0.129032,0.166667,0.115756,0.385852,16.044095,0.376884,4,13,27,21,3,3,84,8,25.916667,13.266667,5,0,65,0,0.0,5
2,False,i3d,score_raw,low,strict_0.10,True,True,2,0.31,0.26,0.432432,0.516129,0.470588,0.192926,0.590354,9.514393,0.184275,16,21,15,13,5,5,84,40,25.916667,27.133333,5,0,65,0,0.0,5
3,False,xception_df40,score_raw,low,strict_0.10,True,True,3,0.18,0.18,0.45,0.290323,0.352941,0.192926,0.299035,12.821071,0.345224,9,11,22,23,4,5,84,23,25.916667,14.483333,5,0,65,0,0.0,5
4,False,efficientnet_b4,score_raw,high,strict_0.10,True,True,3,0.32,0.27,0.5,0.483871,0.491803,0.270096,0.448875,10.210167,0.220751,15,15,16,19,4,7,84,34,25.916667,22.65,5,0,65,0,0.0,5
5,False,effort_clip_l14,score_raw,low,strict_0.10,True,True,3,0.1,0.05,0.541667,0.419355,0.472727,0.270096,0.299035,10.391452,0.28169,13,11,18,23,4,7,84,36,25.916667,17.75,5,0,65,0,0.0,5
6,False,f3net,score_raw,high,strict_0.10,True,True,2,0.53,0.43000000000000005,0.5,0.580645,0.537313,0.347267,0.519614,8.16494,0.371287,18,18,13,16,7,9,84,41,25.916667,26.933333,10,0,65,0,0.0,5
