backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_f1,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.464568,0.535432,strict_0.50,True,True,0.81,0.81,0.7100000000000001,3,0.5,0.241667,0.191667,0.29175475687103597,13.346673,0.485915,0.191667,0.2749,0.7,0.202778,13.346673,2.957746,69,73,291,287,19,21,104,25,30.0,11.833333,35,0,720,0,0.0,6
effort_clip_l14,score_raw,low,0.497663,0.502337,strict_0.50,True,True,0.38,0.38,0.28,3,0.5,0.133333,0.172222,0.2689804772234274,13.984471,0.529915,0.172222,0.259958,0.766667,0.152778,13.984471,4.923077,62,55,298,305,25,23,104,22,30.0,9.75,48,1,719,0,0.001389,6
f3net,score_raw,high,0.524506,0.524506,strict_0.50,True,True,0.54,0.54,0.49000000000000005,3,0.4,0.291667,0.555556,0.5856515373352855,6.455952,0.558659,0.555556,0.557103,1.666667,0.438889,6.455952,2.145251,200,158,160,202,33,50,104,77,30.0,29.833333,64,0,720,0,0.0,6
i3d,score_raw,low,0.472965,0.527035,strict_0.50,True,True,0.37,0.37,0.27,1,0.4,0.158333,0.461111,0.532051282051282,8.543058,0.586572,0.461111,0.51633,1.366667,0.325,8.543058,1.568905,166,117,194,243,20,41,104,59,30.0,23.583333,37,1,719,0,0.001389,6
videomae,score_raw,low,0.446667,0.553333,strict_0.50,True,True,0.7,0.7,0.6,3,0.4,0.158333,0.352778,0.4643510054844607,10.266471,0.616505,0.352778,0.448763,0.966667,0.219444,10.266471,2.912621,127,79,233,281,25,29,104,45,30.0,17.166667,50,0,720,0,0.0,6
xception_df40,score_raw,low,0.479877,0.520123,strict_0.50,True,True,0.36,0.36,0.26,3,0.5,0.25,0.341667,0.43233743409490333,10.769192,0.514644,0.341667,0.410684,1.3,0.322222,10.769192,3.112971,123,116,237,244,32,39,104,46,30.0,19.916667,62,0,720,0,0.0,6
