backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.47413,0.52587,129,129,0.349714,0.142962,0.145112,0.237089,0.337563,0.461913,0.578982,0.340027,0.154172,0.114292,0.232484,0.324123,0.418894,0.642556,-0.009687
efficientnet_b4,all,score_raw,low,0.466498,0.533502,343,345,0.349361,0.15471,0.139417,0.229794,0.322726,0.456487,0.632692,0.333284,0.164165,0.109325,0.215856,0.313569,0.415851,0.640481,-0.016076
effort_clip_l14,calibration,score_raw,high,0.50009,0.50009,129,129,0.827602,0.216524,0.361291,0.712832,0.925765,0.984105,0.999522,0.813302,0.23356,0.236892,0.707517,0.919169,0.986118,0.999644,-0.0143
effort_clip_l14,all,score_raw,high,0.521367,0.521367,343,345,0.806894,0.250426,0.203681,0.679591,0.93389,0.984831,0.999166,0.82514,0.231125,0.237977,0.733969,0.929647,0.992121,0.999464,0.018246
f3net,calibration,score_raw,high,0.540292,0.540292,129,129,0.506777,0.194518,0.203485,0.368647,0.49339,0.625731,0.818965,0.534017,0.224556,0.149127,0.366628,0.541707,0.681315,0.917192,0.02724
f3net,all,score_raw,high,0.541877,0.541877,343,345,0.511814,0.199886,0.17771,0.371939,0.510488,0.643574,0.850393,0.549284,0.218518,0.19169,0.3958,0.533111,0.694461,0.960646,0.03747
i3d,calibration,score_raw,low,0.483384,0.516616,129,129,0.693132,0.035413,0.608678,0.67922,0.700061,0.72065,0.729343,0.689707,0.038027,0.612907,0.670101,0.698614,0.720588,0.730704,-0.003425
i3d,all,score_raw,low,0.474818,0.525182,341,344,0.695809,0.033104,0.625571,0.67922,0.704697,0.722079,0.729928,0.692532,0.035444,0.621912,0.673175,0.702891,0.719672,0.730079,-0.003277
videomae,calibration,score_raw,low,0.43477,0.56523,129,129,0.491111,0.204325,0.143504,0.361967,0.51625,0.643578,0.817468,0.439324,0.237788,0.054881,0.265392,0.464944,0.628829,0.829972,-0.051787
videomae,all,score_raw,low,0.436126,0.563874,343,345,0.476805,0.224035,0.107741,0.296271,0.499816,0.646222,0.831008,0.428626,0.242152,0.03352,0.248698,0.432883,0.595674,0.883656,-0.048179
xception_df40,calibration,score_raw,low,0.485007,0.514993,129,129,0.712457,0.257082,0.21373,0.527266,0.797115,0.933747,0.988798,0.705658,0.246304,0.220026,0.560054,0.753699,0.926645,0.994744,-0.006798
xception_df40,all,score_raw,low,0.495627,0.504373,343,345,0.735711,0.246958,0.217318,0.57042,0.810221,0.940687,0.99237,0.730813,0.246749,0.212704,0.57645,0.808655,0.940197,0.995403,-0.004898
