backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,high,0.506818,0.506818,40,44,0.339861,0.104489,0.162988,0.300603,0.347258,0.401376,0.492427,0.348836,0.123902,0.181046,0.259608,0.35548,0.418233,0.556782,0.008975
efficientnet_b4,all,score_raw,high,0.470828,0.470828,119,105,0.342465,0.106561,0.163761,0.276617,0.336815,0.409681,0.511784,0.340759,0.13064,0.156544,0.241826,0.327917,0.419741,0.594082,-0.001705
effort_clip_l14,calibration,score_raw,high,0.592045,0.592045,40,44,0.787825,0.184124,0.535373,0.697802,0.812395,0.939574,0.988313,0.841879,0.160194,0.608977,0.763351,0.875729,0.96546,0.99502,0.054054
effort_clip_l14,all,score_raw,high,0.561985,0.561985,119,105,0.790579,0.204488,0.371029,0.696698,0.846275,0.954082,0.993559,0.840945,0.152097,0.596642,0.764938,0.869845,0.96967,0.995315,0.050366
f3net,calibration,score_raw,high,0.626705,0.626705,40,44,0.472163,0.165387,0.235914,0.369793,0.465433,0.583738,0.70755,0.55505,0.162538,0.310625,0.467723,0.53207,0.639315,0.848981,0.082886
f3net,all,score_raw,high,0.637855,0.637855,119,105,0.483116,0.154551,0.239218,0.394825,0.488556,0.595452,0.70515,0.571932,0.159446,0.323307,0.471878,0.562788,0.656032,0.876156,0.088816
i3d,calibration,score_raw,low,0.489773,0.510227,40,44,0.696016,0.021361,0.652567,0.681666,0.69687,0.712345,0.729733,0.691997,0.028604,0.632041,0.67724,0.697781,0.714062,0.727147,-0.004019
i3d,all,score_raw,low,0.435694,0.564306,119,105,0.699652,0.021588,0.656628,0.686422,0.700635,0.715941,0.73079,0.693195,0.025472,0.636656,0.677462,0.696458,0.713659,0.727101,-0.006457
videomae,calibration,score_raw,low,0.40625,0.59375,40,44,0.500953,0.13319,0.321815,0.396028,0.47002,0.60123,0.702745,0.44543,0.160646,0.140807,0.359122,0.434919,0.55733,0.683713,-0.055523
videomae,all,score_raw,low,0.476671,0.523329,119,105,0.460333,0.159473,0.186153,0.366558,0.457935,0.589037,0.691769,0.448442,0.164252,0.160049,0.344436,0.447296,0.589123,0.696205,-0.011891
xception_df40,calibration,score_raw,low,0.453409,0.546591,40,44,0.737386,0.149009,0.540184,0.620203,0.753417,0.83815,0.960877,0.694929,0.17525,0.394542,0.62332,0.753094,0.817282,0.902051,-0.042457
xception_df40,all,score_raw,low,0.508844,0.491156,119,105,0.731307,0.182097,0.392628,0.61995,0.759773,0.876751,0.961582,0.737388,0.179736,0.424464,0.639524,0.760323,0.866428,0.97656,0.006081
