rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,videomae,score_raw,low,strict_0.10,True,True,2,0.62,0.57,0.2,0.068966,0.102564,0.105263,0.189474,16.014571,0.721154,2,8,27,33,3,3,84,6,28.5,6.933333,5,0,70,0,0.0,5
2,False,xception_df40,score_raw,low,strict_0.10,True,True,1,0.51,0.51,0.25,0.068966,0.108108,0.140351,0.109942,15.421202,2.142857,2,6,27,35,6,4,84,12,28.5,4.666667,10,0,70,0,0.0,5
3,False,i3d,score_raw,low,strict_0.10,True,True,2,0.31,0.26,0.16,0.137931,0.148148,0.175439,0.487719,15.134143,0.176817,4,21,25,20,3,5,84,12,28.5,16.966667,3,0,70,0,0.0,5
4,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,3,0.88,0.83,0.434783,0.344828,0.384615,0.210526,0.298246,10.717155,0.247423,10,13,19,28,3,6,84,36,28.5,16.166667,4,0,70,0,0.0,5
5,False,efficientnet_b4,score_raw,high,strict_0.10,True,True,2,0.38,0.28,0.485714,0.586207,0.53125,0.245614,0.432749,8.007607,0.446549,17,18,12,23,7,7,84,51,28.5,24.633333,11,0,70,0,0.0,5
6,False,f3net,score_raw,high,strict_0.10,True,True,2,0.55,0.45000000000000007,0.421053,0.551724,0.477612,0.315789,0.566082,7.361929,0.289157,16,22,13,19,5,9,84,51,28.5,27.666667,8,0,70,0,0.0,5
