backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.473511,0.526489,150,150,0.348723,0.14592,0.129623,0.243835,0.329347,0.455563,0.588925,0.341049,0.15821,0.106926,0.224299,0.319565,0.444095,0.632194,-0.007674
efficientnet_b4,all,score_raw,low,0.476222,0.523778,401,399,0.346495,0.158153,0.128098,0.231569,0.322494,0.447176,0.631277,0.33604,0.16656,0.105109,0.215829,0.311412,0.438199,0.640852,-0.010455
effort_clip_l14,calibration,score_raw,high,0.511333,0.511333,150,150,0.821181,0.226255,0.335498,0.675701,0.930511,0.983764,0.998914,0.819484,0.227582,0.264572,0.710283,0.930657,0.987994,0.99962,-0.001696
effort_clip_l14,all,score_raw,high,0.526653,0.526653,401,399,0.807819,0.250964,0.196409,0.70112,0.934556,0.983746,0.999198,0.824243,0.23406,0.244945,0.729833,0.930939,0.991976,0.999716,0.016425
f3net,calibration,score_raw,high,0.555511,0.555511,150,150,0.503636,0.200187,0.205863,0.381579,0.48254,0.628797,0.854341,0.53765,0.220005,0.138708,0.399195,0.545704,0.691355,0.89977,0.034014
f3net,all,score_raw,high,0.552922,0.552922,401,399,0.510663,0.205715,0.195805,0.366063,0.498738,0.649039,0.872307,0.551148,0.217708,0.190814,0.407283,0.535007,0.69675,0.953869,0.040485
i3d,calibration,score_raw,low,0.484578,0.515422,150,150,0.69238,0.038137,0.599378,0.67971,0.700749,0.721211,0.729859,0.690397,0.037928,0.623462,0.667239,0.699708,0.71966,0.730457,-0.001984
i3d,all,score_raw,low,0.481266,0.518734,399,398,0.694997,0.035379,0.618617,0.679077,0.705829,0.721846,0.730111,0.693205,0.034967,0.623573,0.673181,0.703309,0.720422,0.730127,-0.001791
videomae,calibration,score_raw,low,0.430978,0.569022,150,150,0.492014,0.2149,0.109334,0.345409,0.509413,0.643834,0.794205,0.43774,0.236911,0.033837,0.250196,0.4549,0.60502,0.799132,-0.054274
videomae,all,score_raw,low,0.438215,0.561785,401,399,0.477432,0.231705,0.086169,0.313192,0.491807,0.645511,0.846086,0.427518,0.245314,0.030498,0.22715,0.433839,0.593633,0.868098,-0.049914
xception_df40,calibration,score_raw,low,0.4632,0.5368,150,150,0.720563,0.258256,0.204787,0.554777,0.792886,0.942932,0.995125,0.696929,0.250572,0.175369,0.547746,0.757332,0.915436,0.991354,-0.023634
xception_df40,all,score_raw,low,0.493041,0.506959,401,399,0.736941,0.247187,0.237442,0.592978,0.823485,0.943614,0.993863,0.729459,0.251976,0.178894,0.578142,0.807897,0.939109,0.993533,-0.007482
