backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,768,732,0,0,504,0,146.4,0.0,0,3,1497,0,0.002,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,726,774,0,0,492,0,154.8,0.0,0,0,1500,0,0.0,30
always_fake,validation,0.512,1.0,0.677249,1.92623,1.0,0.0,0.0,768,732,0,0,30,282,504,504,146.4,300.0,0,3,1497,0,0.002,30
always_fake,test,0.484,1.0,0.652291,1.821705,1.0,0.0,0.0,726,774,0,0,30,282,492,492,154.8,300.0,0,0,1500,0,0.0,30
