rank,winner,backend,signal_source,polarity,selected_policy,strict_gate_met,relaxed_gate_met,persistence_windows,t_on,t_off,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
1,True,i3d,score_raw,low,strict_0.10,True,True,2,0.33,0.28,0.875,0.134615,0.233333,0.038071,0.017766,16.261429,0.865385,7,1,45,57,2,1,84,9,26.266667,3.466667,3,1,109,0,0.009091,5
2,False,xception_df40,score_raw,low,strict_0.10,True,True,3,0.31,0.21,0.461538,0.115385,0.184615,0.152284,0.104061,16.184571,0.722892,6,7,46,51,3,4,84,7,26.266667,5.533333,4,0,110,0,0.0,5
3,False,effort_clip_l14,score_raw,high,strict_0.10,True,True,1,0.99,0.89,0.708333,0.326923,0.447368,0.228426,0.114213,11.534893,1.5,17,7,35,51,9,6,84,30,26.266667,10.666667,16,0,110,0,0.0,5
4,False,efficientnet_b4,score_raw,low,strict_0.10,True,True,3,0.68,0.5800000000000001,0.235294,0.153846,0.186047,0.266497,0.431472,14.576357,0.405405,8,26,44,32,5,7,84,14,26.266667,14.8,6,0,110,0,0.0,5
5,False,f3net,score_raw,high,strict_0.10,True,True,2,0.54,0.44000000000000006,0.634615,0.634615,0.634615,0.304569,0.337563,7.03006,0.421348,33,19,19,39,6,8,84,53,26.266667,23.733333,10,0,110,0,0.0,5
6,False,videomae,score_raw,low,strict_0.10,True,True,3,0.46,0.36,0.507463,0.653846,0.571429,0.304569,0.555838,7.303036,0.167038,34,33,18,25,5,8,84,52,26.266667,29.933333,5,0,110,0,0.0,5
