backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.489093,0.510907,65,67,0.345207,0.115443,0.165814,0.254662,0.351055,0.430432,0.519228,0.344332,0.134142,0.125702,0.263312,0.33314,0.430837,0.560995,-0.000874
efficientnet_b4,all,score_raw,low,0.485973,0.514027,182,170,0.345112,0.131663,0.160276,0.249577,0.324318,0.428974,0.577254,0.337482,0.140695,0.126077,0.237596,0.331099,0.422935,0.568269,-0.00763
effort_clip_l14,calibration,score_raw,high,0.529966,0.529966,65,67,0.810009,0.194519,0.520373,0.663421,0.863491,0.968444,0.993103,0.827606,0.191261,0.467475,0.737512,0.906337,0.973524,0.999313,0.017596
effort_clip_l14,all,score_raw,high,0.531125,0.531125,182,170,0.800049,0.219993,0.324531,0.691699,0.878585,0.969499,0.998034,0.831822,0.186638,0.469871,0.747909,0.905414,0.980231,0.998348,0.031773
f3net,calibration,score_raw,high,0.62434,0.62434,65,67,0.478395,0.171667,0.207017,0.346807,0.48631,0.593323,0.765839,0.557839,0.176586,0.270452,0.436774,0.552704,0.706242,0.784997,0.079444
f3net,all,score_raw,high,0.607563,0.607563,182,170,0.495401,0.182015,0.222801,0.366687,0.480404,0.619436,0.813541,0.563751,0.174273,0.277204,0.433822,0.554485,0.681504,0.857736,0.068351
i3d,calibration,score_raw,low,0.471871,0.528129,65,67,0.693253,0.029772,0.642123,0.677545,0.698137,0.713195,0.729131,0.691376,0.029466,0.631221,0.675277,0.694287,0.715757,0.729484,-0.001877
i3d,all,score_raw,low,0.495158,0.504842,181,170,0.695072,0.028508,0.645156,0.678374,0.701083,0.71712,0.729322,0.694998,0.027473,0.646826,0.67759,0.699124,0.715669,0.729516,-7.4e-05
videomae,calibration,score_raw,low,0.43054,0.56946,65,67,0.495061,0.162385,0.252263,0.375885,0.525248,0.623703,0.717595,0.440832,0.202007,0.069652,0.322537,0.442644,0.608119,0.734951,-0.05423
videomae,all,score_raw,low,0.433323,0.566677,182,170,0.477207,0.184626,0.195196,0.32607,0.496977,0.622,0.756317,0.427875,0.204776,0.045592,0.302049,0.441629,0.568461,0.74925,-0.049332
xception_df40,calibration,score_raw,low,0.473708,0.526292,65,67,0.715169,0.2135,0.321686,0.620755,0.789658,0.870111,0.966753,0.707309,0.201766,0.39219,0.603471,0.742441,0.84882,0.969421,-0.007861
xception_df40,all,score_raw,low,0.492631,0.507369,182,170,0.734782,0.21407,0.336905,0.6091,0.796132,0.909528,0.98403,0.732272,0.211736,0.348456,0.612339,0.778956,0.912322,0.979256,-0.00251
