backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.497884,0.502116,113,115,0.342633,0.139871,0.135553,0.250103,0.344144,0.431806,0.572755,0.346976,0.154075,0.113153,0.230503,0.3311,0.442273,0.636288,0.004343
efficientnet_b4,all,score_raw,low,0.489401,0.510599,303,305,0.344101,0.155051,0.12793,0.236305,0.320121,0.435819,0.626803,0.338626,0.158106,0.114097,0.219737,0.321509,0.436991,0.626391,-0.005476
effort_clip_l14,calibration,score_raw,high,0.507195,0.507195,113,115,0.823072,0.203451,0.440916,0.700593,0.924472,0.981589,0.999565,0.816271,0.234506,0.274909,0.721491,0.929992,0.982759,0.999029,-0.0068
effort_clip_l14,all,score_raw,high,0.509181,0.509181,303,305,0.809871,0.24169,0.233303,0.710156,0.931015,0.983897,0.999516,0.821498,0.226908,0.330555,0.735087,0.92817,0.984761,0.998955,0.011627
f3net,calibration,score_raw,high,0.563294,0.563294,113,115,0.498389,0.198818,0.181928,0.362715,0.486143,0.619945,0.819602,0.540577,0.21555,0.196837,0.382733,0.581645,0.659784,0.887565,0.042188
f3net,all,score_raw,high,0.558351,0.558351,303,305,0.50781,0.198668,0.19856,0.364972,0.513208,0.645449,0.848851,0.55146,0.21142,0.201947,0.407946,0.545317,0.687608,0.932063,0.04365
i3d,calibration,score_raw,low,0.463871,0.536129,113,115,0.694038,0.033656,0.631184,0.681914,0.703146,0.719154,0.729158,0.689633,0.035421,0.622372,0.670962,0.69477,0.71867,0.730031,-0.004404
i3d,all,score_raw,low,0.461899,0.538101,302,304,0.696646,0.031563,0.641495,0.680354,0.704657,0.720743,0.730155,0.692494,0.033429,0.623555,0.673129,0.700544,0.718752,0.729775,-0.004152
videomae,calibration,score_raw,low,0.47526,0.52474,113,115,0.480607,0.20416,0.159836,0.352424,0.477313,0.632139,0.811647,0.452091,0.230092,0.038225,0.281398,0.481418,0.623813,0.81045,-0.028515
videomae,all,score_raw,low,0.446692,0.553308,303,305,0.474469,0.222154,0.107199,0.304888,0.485616,0.640407,0.84704,0.431603,0.230019,0.036328,0.268888,0.434734,0.594046,0.810719,-0.042866
xception_df40,calibration,score_raw,low,0.486803,0.513197,113,115,0.714553,0.239763,0.265146,0.557472,0.791128,0.911781,0.986554,0.705484,0.237724,0.243836,0.520775,0.754659,0.911925,0.978959,-0.009068
xception_df40,all,score_raw,low,0.510383,0.489617,303,305,0.731457,0.235753,0.292642,0.575372,0.814994,0.927269,0.990952,0.735314,0.242798,0.223806,0.602755,0.818248,0.93548,0.993539,0.003857
