backend,signal_source,polarity,raw_auc_high_means_fake,effective_auc,selected_policy,strict_gate_met,relaxed_gate_met,threshold,t_on,t_off,persistence_windows,real_only_false_alerts_per_min,real_only_false_alert_time_ratio,target_recall,target_ttfd_s,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
efficientnet_b4,score_raw,low,0.498884,0.501116,strict_0.10,True,True,0.66,0.66,0.56,2,0.0,0.0,0.571429,6.774519,0.516129,0.571429,0.542373,0.25,0.46875,6.774519,0.129032,16,15,12,17,4,8,104,69,32.0,31.0,4,0,60,0,0.0,6
effort_clip_l14,score_raw,high,0.52567,0.52567,strict_0.10,True,True,0.9,0.9,0.8,2,0.0,0.0,0.357143,11.10225,0.454545,0.357143,0.4,0.21875,0.375,11.10225,0.227273,10,12,18,20,4,7,104,43,32.0,22.0,5,0,60,0,0.0,6
f3net,score_raw,high,0.579241,0.579241,strict_0.10,True,True,0.58,0.58,0.48,1,0.0,0.0,0.5,7.502288,0.56,0.5,0.528302,0.25,0.34375,7.502288,0.76,14,11,14,21,12,8,104,62,32.0,25.0,19,0,60,0,0.0,6
i3d,score_raw,low,0.376116,0.623884,strict_0.10,True,True,0.31,0.31,0.26,2,0.0,0.0,0.642857,7.350413,0.692308,0.642857,0.666667,0.15625,0.25,7.350413,0.153846,18,8,10,24,4,5,104,61,32.0,26.0,4,0,60,0,0.0,6
videomae,score_raw,high,0.516741,0.516741,strict_0.10,True,True,0.47,0.47,0.37,2,0.0,0.0,0.321429,10.542423,0.391304,0.321429,0.352941,0.25,0.4375,10.542423,0.217391,9,14,19,18,4,8,104,44,32.0,23.0,5,0,60,0,0.0,6
xception_df40,score_raw,low,0.456473,0.543527,strict_0.10,True,True,0.17,0.17,0.17,3,0.0,0.0,0.714286,5.316298,0.571429,0.714286,0.634921,0.25,0.46875,5.316298,0.142857,20,15,8,17,5,8,104,79,32.0,35.0,5,0,60,0,0.0,6
