backend,scope,signal_source,polarity,auc_high_means_fake,effective_auc,real_count,fake_count,real_mean,real_std,real_p05,real_p25,real_p50,real_p75,real_p95,fake_mean,fake_std,fake_p05,fake_p25,fake_p50,fake_p75,fake_p95,mean_gap_fake_minus_real
efficientnet_b4,calibration,score_raw,low,0.450099,0.549901,46,44,0.352994,0.099981,0.185977,0.273743,0.368238,0.421563,0.513103,0.33641,0.111551,0.157044,0.266308,0.346749,0.416348,0.532961,-0.016585
efficientnet_b4,all,score_raw,low,0.465517,0.534483,124,116,0.345821,0.106107,0.185167,0.264342,0.351267,0.415613,0.540364,0.336427,0.123955,0.149347,0.251819,0.335554,0.413047,0.57335,-0.009394
effort_clip_l14,calibration,score_raw,high,0.539526,0.539526,46,44,0.816229,0.158241,0.484291,0.713799,0.849461,0.95667,0.990118,0.824971,0.184592,0.558295,0.697241,0.899575,0.970218,0.994561,0.008742
effort_clip_l14,all,score_raw,high,0.525097,0.525097,124,116,0.808966,0.19699,0.385598,0.719007,0.876536,0.961943,0.990537,0.823673,0.185035,0.428716,0.72019,0.89068,0.971084,0.997018,0.014707
f3net,calibration,score_raw,high,0.58498,0.58498,46,44,0.498885,0.132997,0.319424,0.407729,0.466579,0.562081,0.742196,0.54339,0.166629,0.268038,0.415541,0.533929,0.679969,0.799401,0.044505
f3net,all,score_raw,high,0.637583,0.637583,124,116,0.493586,0.142656,0.268306,0.393717,0.485118,0.590685,0.735597,0.570645,0.166934,0.276432,0.452548,0.564779,0.686312,0.829624,0.077058
i3d,calibration,score_raw,high,0.505929,0.505929,46,44,0.691679,0.023249,0.641741,0.682286,0.697289,0.705504,0.722913,0.690864,0.029807,0.629707,0.673676,0.696519,0.71135,0.726602,-0.000815
i3d,all,score_raw,high,0.52322,0.52322,124,116,0.693638,0.023343,0.64628,0.682373,0.697988,0.709714,0.723003,0.694665,0.025409,0.647511,0.681225,0.700649,0.712825,0.725815,0.001027
videomae,calibration,score_raw,low,0.479743,0.520257,46,44,0.472074,0.146023,0.23237,0.391405,0.473837,0.60576,0.676072,0.457354,0.177946,0.101885,0.39156,0.446493,0.560887,0.718337,-0.01472
videomae,all,score_raw,low,0.492214,0.507786,124,116,0.45884,0.157736,0.211084,0.343093,0.457269,0.583779,0.725444,0.4458,0.183487,0.075278,0.346819,0.460992,0.554899,0.720559,-0.013039
xception_df40,calibration,score_raw,high,0.504447,0.504447,46,44,0.704692,0.187985,0.377287,0.563257,0.742361,0.870121,0.952124,0.712985,0.174314,0.41373,0.618185,0.73386,0.852778,0.94762,0.008292
xception_df40,all,score_raw,high,0.492283,0.492283,124,116,0.737347,0.184227,0.376166,0.616646,0.781698,0.876887,0.974058,0.728786,0.195716,0.335234,0.618978,0.743775,0.895336,0.964327,-0.008561
