backend,split,precision,recall,f1,false_alerts_per_min,false_alert_time_ratio,time_to_first_detection_s,alert_flicker,tp_windows,fp_windows,fn_windows,tn_windows,predicted_alert_segments,false_alert_segments,fake_segments,detected_fake_segments,real_minutes,alert_active_minutes,alert_transitions,missing_windows,scored_windows,held_windows,missing_rate,run_count
always_real,validation,0.0,0.0,0.0,0.0,0.0,17.857143,0.0,0,0,276,324,0,0,504,0,162.0,0.0,0,1,599,0,0.001667,30
always_real,test,0.0,0.0,0.0,0.0,0.0,18.292707,0.0,0,0,288,312,0,0,492,0,156.0,0.0,0,0,600,0,0.0,30
always_fake,validation,0.46,1.0,0.630137,0.37037,1.0,0.0,0.0,276,324,0,0,30,60,504,504,162.0,300.0,0,1,599,0,0.001667,30
always_fake,test,0.48,1.0,0.648649,0.423077,1.0,0.0,0.0,288,312,0,0,30,66,492,492,156.0,300.0,0,0,600,0,0.0,30
